Route_ID,Origin,Destination,Distance_km,Traffic_Level,Fuel_Consumption_L,Transportation_Cost,Delivery_Time_Min,On_Time_Delivery,Vehicle_Type,Weather_Condition,Road_Condition,Real_Time_Adjustment
R884,Warehouse_D,City_W,497.84,Medium,19.69,2531.87,96.32,Yes,Truck,Clear,Poor,Yes
R885,Warehouse_D,City_W,242.69,Medium,75.51,4416.47,473.63,Yes,Truck,Snowy,Average,Yes
R886,Warehouse_A,City_Z,245.51,Medium,22.04,249.19,674.1,Yes,Van,Snowy,Poor,No
R887,Warehouse_A,City_X,285.1,Low,69.39,4614.86,317.11,No,EV,Snowy,Poor,Yes
R888,Warehouse_B,City_Z,458.79,Low,36.23,1021.72,333.66,No,Bike,Clear,Average,Yes
R889,Warehouse_D,City_X,401.4,High,52.16,4426.98,150.83,Yes,EV,Snowy,Average,No
R890,Warehouse_A,City_X,228.31,Low,93.52,2034.27,436.06,Yes,Truck,Snowy,Poor,Yes
R891,Warehouse_C,City_Y,360.76,High,5.66,4172.15,987.23,Yes,Van,Rainy,Poor,Yes
R892,Warehouse_C,City_X,295.19,Low,51.03,3374.74,306.76,Yes,Van,Clear,Poor,Yes
R893,Warehouse_A,City_X,248.72,High,85.73,920.91,545.49,Yes,EV,Snowy,Good,No
R894,Warehouse_A,City_Z,100.2,Low,59.62,4594.34,750.94,Yes,EV,Clear,Good,No
R895,Warehouse_D,City_X,234.65,Medium,29.13,1265.31,43.09,Yes,Van,Foggy,Poor,No
R896,Warehouse_D,City_Z,126.68,Low,40.97,1258.49,903.43,No,EV,Snowy,Average,Yes
R897,Warehouse_B,City_W,457.85,Low,68.67,4080.19,404.95,Yes,Bike,Clear,Poor,Yes
R898,Warehouse_D,City_X,171.03,Low,89.3,574.07,873.04,Yes,Bike,Snowy,Poor,Yes
R899,Warehouse_C,City_X,476.37,Low,6.02,1149.08,67.78,Yes,Bike,Snowy,Good,Yes
R900,Warehouse_C,City_Z,268.86,Low,9.01,2543.2,171.29,No,Truck,Foggy,Poor,Yes
R901,Warehouse_A,City_W,317.61,Medium,33.86,4160.86,342.85,No,EV,Rainy,Poor,No
R902,Warehouse_D,City_Y,273.76,Medium,24.81,780.05,365.1,Yes,Van,Clear,Good,Yes
R903,Warehouse_B,City_W,69.04,Medium,27.96,2760.96,852.36,Yes,Truck,Snowy,Good,No
R904,Warehouse_C,City_Z,191.03,Medium,23.68,3570.64,40.87,No,Van,Foggy,Average,Yes
R905,Warehouse_C,City_W,54.08,Medium,21.19,4309.95,651.88,No,EV,Foggy,Average,No
R906,Warehouse_B,City_Z,313.36,Medium,14.8,4681.05,157.37,Yes,EV,Rainy,Average,Yes
R907,Warehouse_B,City_Z,226.2,Medium,93.53,3933.97,828.52,Yes,Truck,Rainy,Poor,Yes
R908,Warehouse_C,City_Y,390.1,Medium,16.13,3281.5,785.22,Yes,Truck,Foggy,Average,Yes
R909,Warehouse_C,City_X,114.13,High,22.03,2196.42,514.92,Yes,Bike,Foggy,Good,No
R910,Warehouse_B,City_Z,86.46,Low,26.13,604.95,236.31,No,Truck,Clear,Average,No
R911,Warehouse_C,City_Z,206.13,Low,93.44,3563.2,645.46,Yes,Bike,Clear,Poor,Yes
R912,Warehouse_A,City_Y,463.66,Medium,76.06,4964.05,181.57,Yes,Truck,Foggy,Poor,Yes
R913,Warehouse_A,City_Z,356.66,Low,79.39,3696.96,214.32,Yes,Bike,Foggy,Average,Yes
R914,Warehouse_B,City_X,212.37,High,12.27,132.72,637.89,Yes,EV,Rainy,Poor,Yes
R915,Warehouse_D,City_Y,261.05,High,83.96,2506.49,991.49,Yes,Van,Clear,Poor,No
R916,Warehouse_B,City_X,46.69,Low,42.0,3092.5,894.33,Yes,EV,Foggy,Poor,Yes
R917,Warehouse_B,City_X,492.37,Low,27.76,3463.89,605.31,Yes,Bike,Clear,Average,Yes
R918,Warehouse_D,City_Y,334.87,Medium,58.42,3612.64,552.38,Yes,EV,Clear,Poor,No
R919,Warehouse_D,City_Z,146.28,Medium,82.57,2812.64,998.43,Yes,Truck,Foggy,Average,Yes
R920,Warehouse_D,City_X,294.98,Low,78.31,1155.63,560.98,No,Truck,Foggy,Average,No
R921,Warehouse_A,City_X,59.19,Medium,89.22,4713.89,437.51,Yes,Van,Snowy,Poor,Yes
R922,Warehouse_C,City_X,483.09,Medium,92.96,3498.5,912.27,Yes,Van,Clear,Average,No
R923,Warehouse_A,City_X,91.52,Low,25.34,1222.36,257.16,Yes,EV,Clear,Average,Yes
R924,Warehouse_C,City_Y,325.78,Low,43.54,1645.49,124.6,Yes,Van,Rainy,Poor,Yes
R925,Warehouse_A,City_Y,126.5,Medium,3.43,4613.54,645.07,Yes,Truck,Rainy,Poor,No
R926,Warehouse_C,City_W,360.19,Low,88.17,4443.05,122.97,Yes,Truck,Rainy,Average,Yes
R927,Warehouse_A,City_W,389.53,High,17.15,2055.47,391.95,No,Truck,Clear,Good,No
R928,Warehouse_D,City_X,338.34,Medium,86.42,239.62,440.87,Yes,Bike,Foggy,Good,No
R929,Warehouse_B,City_Z,309.18,Medium,34.28,290.06,561.11,Yes,Bike,Foggy,Good,No
R930,Warehouse_A,City_X,446.77,High,38.08,1455.4,991.91,Yes,EV,Foggy,Good,Yes
R931,Warehouse_C,City_Z,43.92,High,5.83,3164.15,244.35,Yes,Bike,Clear,Average,Yes
R932,Warehouse_D,City_X,168.8,Low,34.03,2941.76,394.48,Yes,Van,Foggy,Poor,No
R933,Warehouse_A,City_W,127.9,Low,89.06,3187.45,158.27,No,Truck,Rainy,Good,No
R934,Warehouse_A,City_W,494.07,Medium,4.5,3600.55,619.39,Yes,EV,Foggy,Poor,No
R935,Warehouse_D,City_Z,197.75,Medium,41.82,144.21,735.84,Yes,Bike,Foggy,Good,Yes
R936,Warehouse_A,City_X,367.64,Low,5.08,570.17,497.61,Yes,EV,Rainy,Good,No
R937,Warehouse_B,City_Z,343.94,High,38.35,1829.44,268.46,Yes,EV,Snowy,Good,Yes
R938,Warehouse_A,City_W,109.98,Low,18.92,816.56,632.26,No,Van,Snowy,Poor,No
R939,Warehouse_B,City_X,123.3,Low,26.72,422.83,552.98,Yes,Van,Snowy,Poor,Yes
R940,Warehouse_B,City_X,144.24,Low,88.0,3222.77,196.05,Yes,Van,Clear,Good,Yes
R941,Warehouse_D,City_Z,208.51,Medium,44.73,4085.92,423.51,No,EV,Clear,Poor,Yes
R942,Warehouse_A,City_Y,120.99,Medium,28.83,3775.5,452.14,Yes,EV,Rainy,Good,No
R943,Warehouse_D,City_Z,14.73,Low,59.76,4094.35,983.14,Yes,Van,Snowy,Average,No
R944,Warehouse_A,City_W,440.3,Low,15.93,3345.99,853.81,No,Bike,Clear,Poor,No
R945,Warehouse_A,City_W,482.98,Low,27.42,3689.96,742.34,Yes,Truck,Foggy,Good,Yes
R946,Warehouse_C,City_W,174.08,Medium,55.53,1395.3,892.11,Yes,Van,Snowy,Average,Yes
R947,Warehouse_A,City_W,172.56,Low,25.28,4965.39,743.42,Yes,Bike,Snowy,Average,Yes
R948,Warehouse_D,City_W,8.51,High,68.55,956.67,906.3,Yes,EV,Clear,Good,Yes
R949,Warehouse_B,City_Y,341.72,Low,50.17,1111.74,82.92,Yes,EV,Snowy,Average,Yes
R950,Warehouse_A,City_X,413.59,High,77.65,1480.16,472.38,Yes,Bike,Rainy,Average,Yes
R951,Warehouse_C,City_Z,77.57,Low,94.93,4877.9,754.49,Yes,Bike,Rainy,Good,Yes
R952,Warehouse_D,City_Z,84.03,Medium,13.35,4942.03,595.8,Yes,EV,Clear,Average,Yes
R953,Warehouse_A,City_W,396.09,Low,34.8,3984.72,199.91,Yes,EV,Snowy,Average,Yes
R954,Warehouse_D,City_Z,310.06,Low,33.32,3163.84,360.28,Yes,EV,Rainy,Good,No
R955,Warehouse_C,City_W,27.21,High,16.82,2624.31,338.24,Yes,EV,Snowy,Good,No
R956,Warehouse_C,City_Y,313.16,High,81.41,4854.57,283.51,Yes,Van,Rainy,Average,No
R957,Warehouse_D,City_Y,157.91,Medium,76.47,3493.33,362.84,Yes,EV,Rainy,Poor,No
R958,Warehouse_A,City_X,187.52,Medium,49.47,4726.41,529.41,Yes,EV,Snowy,Good,Yes
R959,Warehouse_B,City_Y,386.02,Medium,54.7,1616.93,859.22,Yes,Bike,Clear,Poor,No
R960,Warehouse_C,City_Y,406.41,High,7.84,1702.19,749.77,No,Bike,Clear,Good,No
R961,Warehouse_A,City_X,203.18,Low,56.44,4280.89,840.19,No,Bike,Clear,Poor,Yes
R962,Warehouse_A,City_Z,473.84,Medium,79.55,791.78,887.1,Yes,EV,Snowy,Good,No
R963,Warehouse_B,City_W,206.2,Medium,58.24,4732.34,433.67,Yes,Bike,Snowy,Average,Yes
R964,Warehouse_C,City_W,387.06,Low,28.0,2562.0,365.65,Yes,EV,Snowy,Average,Yes
R965,Warehouse_C,City_Z,244.52,High,67.42,4635.75,85.89,Yes,EV,Clear,Poor,No
R966,Warehouse_A,City_X,449.28,Low,37.43,1717.12,932.58,No,Bike,Snowy,Poor,No
R967,Warehouse_A,City_Z,454.34,Low,55.4,3594.0,93.85,Yes,Truck,Clear,Good,Yes
R968,Warehouse_B,City_Y,48.27,Medium,49.78,2440.23,748.9,Yes,Van,Rainy,Good,Yes
R969,Warehouse_B,City_X,468.56,Medium,39.36,3152.68,396.77,Yes,Van,Clear,Poor,Yes
R970,Warehouse_C,City_X,413.64,Low,72.45,2546.64,950.32,Yes,Truck,Clear,Poor,Yes
R971,Warehouse_D,City_X,396.7,Low,88.62,4837.22,437.01,Yes,Truck,Foggy,Average,No
R972,Warehouse_C,City_W,104.45,High,2.51,3475.92,822.11,Yes,EV,Foggy,Poor,No
R973,Warehouse_A,City_Z,403.53,Low,93.49,1294.03,304.18,Yes,Bike,Clear,Average,No
R974,Warehouse_C,City_X,425.82,Medium,52.13,4552.9,320.12,Yes,Van,Foggy,Poor,Yes
R975,Warehouse_D,City_X,148.13,Medium,70.67,1505.45,607.65,Yes,Van,Snowy,Average,Yes
R976,Warehouse_B,City_X,476.37,Medium,85.85,1889.45,998.04,Yes,Truck,Foggy,Average,Yes
R977,Warehouse_D,City_Z,29.68,High,47.78,555.51,532.05,Yes,Bike,Foggy,Average,Yes
R978,Warehouse_D,City_W,79.21,Medium,83.83,4504.83,938.22,Yes,Van,Foggy,Good,Yes
R979,Warehouse_D,City_Y,271.1,Medium,19.41,1466.25,792.66,Yes,Van,Clear,Average,Yes
R980,Warehouse_B,City_W,290.02,Medium,17.6,1331.64,801.99,Yes,EV,Rainy,Poor,Yes
R981,Warehouse_D,City_X,324.35,Medium,66.43,4605.3,452.88,Yes,EV,Rainy,Poor,Yes
R982,Warehouse_D,City_W,13.4,Medium,87.27,4037.36,404.95,No,EV,Rainy,Poor,Yes
R983,Warehouse_D,City_W,480.38,High,89.46,748.34,216.16,Yes,Van,Rainy,Good,Yes
R984,Warehouse_A,City_Y,27.07,Low,65.09,3858.16,965.02,Yes,Van,Rainy,Average,No
R985,Warehouse_D,City_Z,75.82,Low,53.5,4569.51,960.61,Yes,EV,Rainy,Good,Yes
R986,Warehouse_B,City_Z,11.94,Low,34.48,438.63,754.66,Yes,EV,Clear,Average,No
R987,Warehouse_D,City_W,285.59,Low,98.04,4134.81,317.36,Yes,Bike,Snowy,Poor,No
R988,Warehouse_D,City_W,466.47,Low,33.33,2759.73,267.82,Yes,Van,Snowy,Average,No
R989,Warehouse_B,City_Z,334.64,High,74.93,3362.53,988.95,Yes,Van,Rainy,Good,Yes
R990,Warehouse_D,City_Z,412.22,Medium,54.13,2489.63,94.55,No,Truck,Foggy,Good,Yes
R991,Warehouse_B,City_Y,11.57,Medium,61.63,3504.13,848.26,Yes,EV,Foggy,Good,Yes
R992,Warehouse_D,City_X,273.3,Medium,40.56,218.78,374.79,No,EV,Clear,Good,No
R993,Warehouse_B,City_W,232.48,High,96.55,3825.4,436.3,No,EV,Rainy,Poor,No
R994,Warehouse_D,City_Z,251.99,Medium,58.02,215.05,837.02,No,Van,Rainy,Good,Yes
R995,Warehouse_D,City_W,40.75,High,93.9,2303.73,117.88,No,Bike,Foggy,Good,Yes
R996,Warehouse_A,City_W,343.8,Low,2.74,797.28,373.54,Yes,Van,Rainy,Good,Yes
R997,Warehouse_A,City_Z,254.09,High,58.12,4126.69,953.46,Yes,Truck,Rainy,Poor,Yes
R998,Warehouse_D,City_Y,383.75,Medium,72.28,1602.62,708.09,Yes,Truck,Foggy,Average,No
R999,Warehouse_D,City_W,245.22,Low,75.02,2297.76,762.29,Yes,Bike,Snowy,Poor,Yes
R1000,Warehouse_C,City_Y,78.94,Medium,90.69,2172.32,764.78,No,EV,Snowy,Poor,Yes
R1001,Warehouse_B,City_Z,325.89,Medium,2.43,3873.88,88.75,Yes,Truck,Clear,Poor,Yes
R1002,Warehouse_C,City_X,90.33,Low,2.03,2431.66,227.11,Yes,Van,Foggy,Average,Yes
R1003,Warehouse_A,City_X,436.84,Medium,48.28,3955.34,506.53,Yes,Truck,Clear,Good,Yes
R1004,Warehouse_A,City_W,308.49,Low,4.87,413.87,387.11,Yes,Truck,Rainy,Poor,Yes
R1005,Warehouse_A,City_Z,82.82,Low,97.5,998.39,428.58,No,Bike,Foggy,Good,Yes
R1006,Warehouse_A,City_Y,481.36,High,23.76,2780.09,788.0,Yes,Bike,Snowy,Good,No
R1007,Warehouse_D,City_W,261.59,Medium,48.32,4738.09,44.24,Yes,Van,Rainy,Average,Yes
R1008,Warehouse_A,City_Z,41.08,High,7.99,420.05,670.68,Yes,EV,Snowy,Average,Yes
R1009,Warehouse_D,City_Z,315.28,Medium,53.16,263.27,30.11,No,Bike,Snowy,Poor,No
R1010,Warehouse_D,City_Y,130.33,Low,39.24,824.93,91.17,Yes,Bike,Clear,Average,Yes
R1011,Warehouse_A,City_W,402.83,Medium,6.38,3223.71,426.04,No,EV,Foggy,Average,Yes
R1012,Warehouse_A,City_Z,409.82,Medium,34.84,2025.01,845.72,Yes,Truck,Foggy,Average,Yes
R1013,Warehouse_B,City_Z,489.58,High,40.36,4136.48,170.65,Yes,Van,Foggy,Good,Yes
R1014,Warehouse_C,City_Z,253.43,Low,99.01,406.07,567.98,Yes,Van,Clear,Average,Yes
R1015,Warehouse_A,City_Y,230.2,High,22.37,1022.25,688.15,Yes,Truck,Snowy,Poor,Yes
R1016,Warehouse_B,City_W,377.97,High,55.39,1535.13,252.65,Yes,EV,Clear,Average,Yes
R1017,Warehouse_B,City_W,70.57,Medium,98.76,3152.31,526.96,Yes,EV,Foggy,Poor,No
R1018,Warehouse_C,City_W,275.72,High,79.62,3441.6,914.07,Yes,Bike,Rainy,Poor,Yes
R1019,Warehouse_D,City_W,275.39,Low,99.35,664.81,526.86,Yes,EV,Foggy,Average,No
R1020,Warehouse_A,City_X,49.29,High,96.89,4721.83,182.6,No,Van,Foggy,Good,No
R1021,Warehouse_C,City_X,211.9,Medium,49.97,1738.17,638.98,Yes,Van,Snowy,Poor,No
R1022,Warehouse_A,City_W,427.38,Low,70.24,3580.19,604.43,Yes,Van,Foggy,Poor,No
R1023,Warehouse_B,City_Y,428.8,High,12.82,2644.83,56.15,Yes,EV,Foggy,Poor,Yes
R1024,Warehouse_B,City_X,54.12,Medium,45.23,1152.65,117.88,No,Truck,Snowy,Average,Yes
R1025,Warehouse_D,City_Z,49.91,Medium,81.28,4238.83,182.08,No,Van,Foggy,Poor,No
R1026,Warehouse_B,City_X,135.03,Medium,51.52,4100.28,162.2,No,Van,Foggy,Average,Yes
R1027,Warehouse_B,City_Z,438.01,Low,70.86,2010.56,281.68,Yes,Truck,Snowy,Poor,Yes
R1028,Warehouse_C,City_W,68.81,Medium,75.08,2963.61,470.48,No,Bike,Rainy,Good,Yes
R1029,Warehouse_A,City_X,361.4,High,26.84,1326.24,390.56,Yes,EV,Snowy,Poor,Yes
R1030,Warehouse_A,City_Y,55.08,Low,87.82,3464.77,893.93,No,Van,Foggy,Average,Yes
R1031,Warehouse_C,City_X,313.45,Low,47.06,1579.68,623.75,Yes,EV,Clear,Average,Yes
R1032,Warehouse_D,City_X,181.25,Low,22.6,4228.19,879.86,No,Van,Rainy,Poor,No
R1033,Warehouse_A,City_X,395.51,Medium,86.81,1126.06,541.23,Yes,Van,Snowy,Average,Yes
R1034,Warehouse_B,City_W,120.68,Medium,42.95,123.28,117.17,Yes,Bike,Rainy,Good,No
R1035,Warehouse_A,City_Y,321.4,Medium,75.53,1379.11,479.39,Yes,Truck,Rainy,Average,Yes
R1036,Warehouse_B,City_X,121.66,High,55.71,995.71,827.37,Yes,Truck,Clear,Poor,Yes
R1037,Warehouse_D,City_Y,358.26,Medium,39.42,2566.02,218.28,Yes,Truck,Clear,Good,Yes
R1038,Warehouse_C,City_W,437.47,Low,81.37,1058.33,118.48,Yes,Bike,Clear,Average,No
R1039,Warehouse_A,City_Z,67.77,High,59.28,3827.79,349.55,Yes,Bike,Foggy,Poor,No
R1040,Warehouse_C,City_X,433.96,Medium,40.28,1244.78,407.23,Yes,Truck,Snowy,Average,Yes
R1041,Warehouse_A,City_Y,298.82,Medium,12.74,3549.49,327.07,Yes,EV,Foggy,Poor,Yes
R1042,Warehouse_B,City_Y,67.92,Medium,89.75,2913.43,161.18,Yes,EV,Snowy,Average,No
R1043,Warehouse_C,City_W,216.63,High,5.48,4931.94,273.31,No,Bike,Foggy,Average,No
R1044,Warehouse_A,City_X,84.63,Medium,86.59,4999.51,691.81,Yes,EV,Foggy,Good,Yes
R1045,Warehouse_B,City_Z,351.67,Low,37.28,4354.15,404.35,Yes,Truck,Clear,Good,Yes
R1046,Warehouse_C,City_Y,380.64,Medium,64.66,3811.92,643.57,Yes,Van,Foggy,Average,No
R1047,Warehouse_C,City_X,57.37,Low,92.38,1962.96,550.21,Yes,EV,Clear,Poor,Yes
R1048,Warehouse_A,City_Z,255.54,Low,16.87,3778.72,562.58,Yes,Truck,Snowy,Poor,Yes
R1049,Warehouse_A,City_Y,408.24,Medium,57.56,4785.54,271.09,Yes,Truck,Clear,Average,Yes
R1050,Warehouse_A,City_Y,468.4,Low,76.91,165.72,535.9,Yes,Truck,Rainy,Average,No
R1051,Warehouse_B,City_Z,259.19,Low,76.24,2712.68,52.89,Yes,EV,Rainy,Good,Yes
R1052,Warehouse_A,City_Z,475.39,Low,53.51,1129.09,448.79,Yes,Van,Foggy,Average,No
R1053,Warehouse_C,City_W,270.17,Medium,63.22,2811.49,585.44,No,EV,Rainy,Average,No
R1054,Warehouse_C,City_X,200.12,High,76.24,2358.91,206.54,Yes,Truck,Snowy,Poor,Yes
R1055,Warehouse_A,City_X,424.86,High,84.42,2900.05,278.86,Yes,Truck,Foggy,Good,Yes
R1056,Warehouse_A,City_W,249.03,Low,76.66,2777.26,242.95,No,Truck,Clear,Good,No
R1057,Warehouse_D,City_Y,238.59,Medium,36.69,4802.53,98.44,Yes,Bike,Foggy,Average,Yes
R1058,Warehouse_C,City_Z,247.7,High,99.68,2783.32,367.42,Yes,EV,Foggy,Good,Yes
R1059,Warehouse_B,City_Z,424.16,Low,44.58,4238.85,979.6,Yes,Van,Rainy,Poor,No
R1060,Warehouse_D,City_Z,416.81,Medium,4.4,1633.11,373.26,Yes,EV,Foggy,Average,No
R1061,Warehouse_A,City_Y,204.74,Medium,37.54,2218.6,476.72,Yes,Truck,Snowy,Average,Yes
R1062,Warehouse_A,City_Z,169.98,Low,14.52,2378.55,663.49,No,Truck,Foggy,Poor,Yes
R1063,Warehouse_C,City_Z,248.5,High,13.9,1429.7,659.04,Yes,Bike,Clear,Good,Yes
R1064,Warehouse_A,City_W,288.52,High,29.59,1929.96,951.4,Yes,Truck,Clear,Good,No
R1065,Warehouse_B,City_Y,122.98,Low,7.23,3012.64,861.84,No,EV,Rainy,Poor,No
R1066,Warehouse_C,City_X,398.01,Low,69.47,2921.93,800.13,No,EV,Foggy,Poor,Yes
R1067,Warehouse_A,City_W,245.81,Low,9.25,3200.35,953.08,Yes,EV,Clear,Poor,No
R1068,Warehouse_C,City_W,170.35,Low,21.92,1791.5,253.84,No,Truck,Foggy,Poor,No
R1069,Warehouse_A,City_X,57.88,Medium,11.1,1613.37,628.54,Yes,Bike,Foggy,Good,Yes
R1070,Warehouse_A,City_W,123.23,Medium,8.19,3077.51,890.58,Yes,EV,Clear,Good,No
R1071,Warehouse_A,City_Y,474.89,Low,28.24,707.67,635.41,Yes,Van,Foggy,Poor,Yes
R1072,Warehouse_B,City_Z,156.02,High,58.05,1302.51,978.1,Yes,Van,Rainy,Poor,No
R1073,Warehouse_B,City_Y,88.59,Low,96.54,258.53,127.34,Yes,Van,Rainy,Average,Yes
R1074,Warehouse_C,City_X,233.03,Low,87.8,409.42,456.15,Yes,EV,Clear,Average,No
R1075,Warehouse_A,City_X,157.01,Low,87.84,1254.75,978.04,Yes,Bike,Snowy,Good,Yes
R1076,Warehouse_A,City_W,22.4,Medium,19.25,146.67,398.18,Yes,Truck,Snowy,Average,Yes
R1077,Warehouse_B,City_Y,164.96,Medium,27.96,1264.78,747.37,Yes,Bike,Foggy,Average,Yes
R1078,Warehouse_A,City_Y,274.33,Low,9.49,3292.13,59.49,No,Truck,Rainy,Average,No
R1079,Warehouse_B,City_X,278.1,Low,78.29,352.48,703.99,Yes,Truck,Clear,Good,Yes
R1080,Warehouse_A,City_Y,181.5,High,8.84,2211.85,936.59,Yes,Truck,Rainy,Average,No
R1081,Warehouse_C,City_X,226.41,High,56.56,4569.89,401.23,No,Truck,Snowy,Poor,Yes
R1082,Warehouse_A,City_Y,482.93,Low,26.29,3966.86,50.66,Yes,EV,Snowy,Good,No
R1083,Warehouse_A,City_Y,191.79,Low,25.86,1561.92,57.07,Yes,Van,Foggy,Average,Yes
R1084,Warehouse_D,City_Y,132.82,Medium,99.09,4627.79,895.26,Yes,EV,Clear,Good,Yes
R1085,Warehouse_B,City_X,125.52,Medium,76.16,1681.75,730.84,Yes,Bike,Foggy,Average,Yes
R1086,Warehouse_A,City_W,231.59,Low,84.02,408.95,133.49,Yes,Truck,Rainy,Good,Yes
R1087,Warehouse_A,City_Y,380.96,High,58.05,4970.58,82.95,No,EV,Rainy,Poor,No
R1088,Warehouse_D,City_X,106.96,Medium,87.36,4356.61,810.68,Yes,EV,Snowy,Average,No
R1089,Warehouse_D,City_X,356.1,Medium,65.26,2356.37,815.56,Yes,EV,Foggy,Average,Yes
R1090,Warehouse_B,City_Y,15.47,Medium,94.73,3348.56,146.91,Yes,Truck,Rainy,Good,No
R1091,Warehouse_D,City_Y,212.37,High,29.57,3372.58,322.47,Yes,Truck,Rainy,Poor,Yes
R1092,Warehouse_C,City_W,389.05,Medium,60.34,1012.69,786.63,Yes,Truck,Rainy,Average,Yes
R1093,Warehouse_D,City_X,172.67,Low,69.63,1040.24,539.65,Yes,EV,Clear,Poor,Yes
R1094,Warehouse_C,City_X,284.05,Low,40.51,2374.42,957.89,Yes,EV,Snowy,Average,Yes
R1095,Warehouse_B,City_Z,106.46,Medium,88.21,4562.29,496.63,No,Bike,Foggy,Poor,No
R1096,Warehouse_B,City_X,372.29,Low,98.02,99.47,686.65,Yes,Van,Rainy,Average,No
R1097,Warehouse_B,City_W,30.88,Medium,50.39,3923.4,524.49,No,Van,Clear,Good,Yes
R1098,Warehouse_B,City_Z,427.01,High,40.28,334.76,944.68,Yes,Truck,Rainy,Good,Yes
R1099,Warehouse_B,City_Z,103.11,Medium,48.25,2417.2,416.7,Yes,Van,Rainy,Poor,No
R1100,Warehouse_C,City_Z,437.83,High,85.57,3207.47,252.9,Yes,Truck,Snowy,Average,Yes
R1101,Warehouse_C,City_Y,179.5,Low,65.26,3449.46,346.83,Yes,Truck,Clear,Average,Yes
R1102,Warehouse_B,City_Y,362.73,High,6.39,339.47,857.19,No,EV,Rainy,Poor,Yes
R1103,Warehouse_D,City_X,163.02,Medium,55.13,2122.09,513.0,Yes,Van,Snowy,Average,No
R1104,Warehouse_A,City_Z,453.43,Low,3.7,2939.99,373.62,No,Bike,Clear,Good,No
R1105,Warehouse_B,City_W,67.69,Medium,78.3,376.93,557.93,Yes,Truck,Rainy,Average,No
R1106,Warehouse_D,City_Y,93.37,Low,34.17,718.72,159.23,No,Truck,Foggy,Good,Yes
R1107,Warehouse_A,City_W,249.05,Medium,48.26,3335.06,35.2,No,Bike,Snowy,Poor,No
R1108,Warehouse_B,City_W,45.56,Medium,80.27,2632.11,302.17,Yes,Van,Rainy,Average,Yes
R1109,Warehouse_B,City_Y,102.01,Low,6.55,851.05,616.86,Yes,Bike,Rainy,Poor,No
R1110,Warehouse_C,City_Y,472.16,Medium,17.54,2699.43,720.33,No,Van,Clear,Good,Yes
R1111,Warehouse_A,City_Y,488.36,Medium,41.0,4567.83,831.81,Yes,Van,Foggy,Poor,Yes
R1112,Warehouse_A,City_Y,191.25,Low,24.53,127.16,928.86,No,Van,Snowy,Poor,No
R1113,Warehouse_D,City_Z,462.03,Low,35.11,3231.04,429.75,Yes,Van,Clear,Average,No
R1114,Warehouse_C,City_Z,274.69,Medium,99.82,414.57,748.3,Yes,Van,Rainy,Poor,No
R1115,Warehouse_C,City_Z,138.52,Medium,82.89,81.92,102.43,Yes,Van,Snowy,Poor,Yes
R1116,Warehouse_C,City_Z,352.69,High,88.62,795.74,85.8,Yes,Truck,Rainy,Average,No
R1117,Warehouse_C,City_X,331.16,High,93.83,2143.39,151.05,Yes,EV,Rainy,Poor,No
R1118,Warehouse_A,City_Z,494.62,Medium,35.41,4021.6,465.11,No,Truck,Foggy,Good,No
R1119,Warehouse_A,City_Y,136.2,Medium,31.11,1444.84,234.94,Yes,Truck,Rainy,Average,No
R1120,Warehouse_B,City_W,337.67,Medium,24.94,3147.08,308.32,Yes,Bike,Snowy,Good,Yes
R1121,Warehouse_B,City_Z,30.75,Medium,83.35,2085.23,658.44,No,EV,Rainy,Average,Yes
R1122,Warehouse_C,City_X,61.25,Low,68.6,1209.94,377.77,Yes,EV,Snowy,Poor,No
R1123,Warehouse_C,City_Y,6.94,Low,25.14,2595.52,570.65,No,EV,Foggy,Good,Yes
R1124,Warehouse_C,City_W,499.73,Medium,38.95,3997.45,430.03,Yes,Van,Rainy,Good,Yes
R1125,Warehouse_B,City_W,402.13,Low,51.66,4170.84,193.9,Yes,Van,Clear,Good,Yes
R1126,Warehouse_D,City_Z,394.43,Medium,53.76,4240.27,101.8,Yes,Van,Snowy,Poor,No
R1127,Warehouse_D,City_W,257.31,High,89.1,1725.86,259.14,Yes,Truck,Rainy,Good,Yes
R1128,Warehouse_B,City_Z,153.53,Low,39.3,3977.61,85.97,Yes,EV,Clear,Good,Yes
R1129,Warehouse_B,City_Z,79.88,Medium,91.04,1100.28,630.05,Yes,EV,Snowy,Poor,Yes
R1130,Warehouse_B,City_Y,145.91,High,45.25,3705.2,801.85,No,Truck,Clear,Poor,Yes
R1131,Warehouse_B,City_Y,191.11,Medium,75.14,4744.5,359.55,Yes,Van,Rainy,Poor,Yes
R1132,Warehouse_B,City_X,379.37,Low,93.16,118.03,405.5,No,Bike,Foggy,Good,Yes
R1133,Warehouse_B,City_Y,272.13,Low,90.94,2229.8,821.71,Yes,EV,Foggy,Good,No
R1134,Warehouse_C,City_Y,43.35,Medium,7.58,3256.47,245.93,No,Truck,Clear,Good,Yes
R1135,Warehouse_C,City_Z,13.92,Medium,22.16,3523.79,145.59,Yes,Van,Rainy,Average,No
R1136,Warehouse_C,City_Y,55.65,Low,48.74,921.63,516.08,Yes,Truck,Rainy,Good,No
R1137,Warehouse_C,City_Z,208.2,Low,44.29,4862.31,656.8,Yes,Bike,Snowy,Good,Yes
R1138,Warehouse_B,City_Z,466.93,High,64.81,3095.56,611.66,No,Bike,Rainy,Average,Yes
